file,cve_id,event_name,change_id,source,created,action,detail_type,old_shape,new_shape,same_after_normalization,old_value,new_value
data\raw\nvd\history\20260420_20260817_0625000.json,CVE-2026-0138,CVE Modified,31D3A788-33E8-44CA-96CB-0C6651215E8C,134c704f-9b21-4f2e-91b3-4a467353bcc0,2026-06-17T13:19:29.283,Changed,SSVC,dict,dict,False,"{""id"":""CVE-2026-0138"",""options"":[{""exploitation"":""none""},{""automatable"":""no""},{""technicalImpact"":""total""}],""role"":""CISA Coordinator"",""timestamp"":""2026-06-16T20:21:06.901336Z"",""version"":""2.0.3""}","{""id"":""CVE-2026-0138"",""options"":[{""exploitation"":""none""},{""automatable"":""no""},{""technicalImpact"":""total""}],""role"":""CISA Coordinator"",""timestamp"":""2026-06-16T00:00:00+00:00"",""version"":""2.0.3""}"
data\raw\nvd\history\20260420_20260817_0625000.json,CVE-2026-0139,CVE Modified,B351155C-B21D-48D3-BF05-FEC1F6410D57,134c704f-9b21-4f2e-91b3-4a467353bcc0,2026-06-17T13:19:29.473,Changed,SSVC,dict,dict,False,"{""id"":""CVE-2026-0139"",""options"":[{""exploitation"":""none""},{""automatable"":""no""},{""technicalImpact"":""total""}],""role"":""CISA Coordinator"",""timestamp"":""2026-06-16T20:22:55.006482Z"",""version"":""2.0.3""}","{""id"":""CVE-2026-0139"",""options"":[{""exploitation"":""none""},{""automatable"":""no""},{""technicalImpact"":""total""}],""role"":""CISA Coordinator"",""timestamp"":""2026-06-16T00:00:00+00:00"",""version"":""2.0.3""}"
data\raw\nvd\history\20260420_20260817_0660000.json,CVE-2026-10291,CVE Translated,204E3941-C559-49BB-9B8F-CC9BAF7C5BC0,nvd@nist.gov,2026-07-22T18:10:00.117,Changed,Translation,string,string,True,"Title: claw-orchestrator de Enderfga, Description: Una vulnerabilidad de seguridad ha sido detectada en Enderfga claw-orchestrator hasta la versión 3.7.0. El elemento impactado es la función validateRegex del archivo claw-orchestrator/src/embedded-server.ts del componente Session Grep Endpoint. La manipulación del argumento body.pattern conduce a una complejidad de expresión regular ineficiente. El ataque puede ser iniciado remotamente. La actualización a la versión 3.7.1 es suficiente para reso...[TRUNCATED]","Title: claw-orchestrator de Enderfga, Description: Una vulnerabilidad de seguridad ha sido detectada en Enderfga claw-orchestrator hasta la versión 3.7.0. El elemento impactado es la función validateRegex del archivo claw-orchestrator/src/embedded-server.ts del componente Session Grep Endpoint. La manipulación del argumento body.pattern conduce a una complejidad de expresión regular ineficiente. El ataque puede ser iniciado remotamente. La actualización a la versión 3.7.1 es suficiente para reso...[TRUNCATED]"
data\raw\nvd\history\20260420_20260817_0660000.json,CVE-2025-59611,CVE Translated,00A4B32B-1B27-4D9C-B52B-438AFFBD380A,nvd@nist.gov,2026-07-22T18:10:00.117,Changed,Translation,string,string,True,"Title: Snapdragon de Qualcomm, Inc., Description: Corrupción de memoria en servicios de diagnóstico debido a la ausencia de validación de entrada","Title: Snapdragon de Qualcomm, Inc., Description: Corrupción de memoria en servicios de diagnóstico debido a la ausencia de validación de entrada"
data\raw\nvd\history\20260420_20260817_0660000.json,CVE-2025-59606,CVE Translated,ACBBFEA9-8993-4B8A-B5FE-8B5B0301C7F4,nvd@nist.gov,2026-07-22T18:10:00.117,Changed,Translation,string,string,True,"Title: Snapdragon de Qualcomm, Inc., Description: Corrupción de memoria al escribir en ubicaciones de memoria no válidas se produce debido al agotamiento de la memoria heap durante la inicialización segura de datos.","Title: Snapdragon de Qualcomm, Inc., Description: Corrupción de memoria al escribir en ubicaciones de memoria no válidas se produce debido al agotamiento de la memoria heap durante la inicialización segura de datos."
data\raw\nvd\history\20260420_20260817_0660000.json,CVE-2026-28581,CVE Translated,C2843395-9255-406D-9D75-0A5FD73D87BF,nvd@nist.gov,2026-07-22T18:10:00.117,Changed,Translation,string,string,True,"Title: Android de Google, Description: En fixInitiatingUserIfNecessary de CallIntentProcessor.java, existe una posible forma de realizar una llamada de emergencia debido a un error de lógica en el código. Esto podría llevar a local con privilegios de ejecución nulos necesarios. La interacción del usuario es nula para la explotación.","Title: Android de Google, Description: En fixInitiatingUserIfNecessary de CallIntentProcessor.java, existe una posible forma de realizar una llamada de emergencia debido a un error de lógica en el código. Esto podría llevar a local con privilegios de ejecución nulos necesarios. La interacción del usuario es nula para la explotación."
data\raw\nvd\history\20260420_20260817_0660000.json,CVE-2026-10295,CVE Translated,EB5A64C3-EC1E-449E-93B4-F80B95CC8948,nvd@nist.gov,2026-07-22T18:10:00.117,Changed,Translation,string,string,True,"Title: Customer Review App de SourceCodester, Description: Se encontró una vulnerabilidad en SourceCodester Customer Review App 1.0. Esta vulnerabilidad afecta a la función add_review/save_review/get_all_reviews del archivo review_app.py. La manipulación del argumento name/comment resulta en una denegación de servicio. El ataque requiere un enfoque local. El exploit se ha hecho público y podría ser utilizado.","Title: Customer Review App de SourceCodester, Description: Se encontró una vulnerabilidad en SourceCodester Customer Review App 1.0. Esta vulnerabilidad afecta a la función add_review/save_review/get_all_reviews del archivo review_app.py. La manipulación del argumento name/comment resulta en una denegación de servicio. El ataque requiere un enfoque local. El exploit se ha hecho público y podría ser utilizado."
data\raw\nvd\history\20240101_20240429_0000000.json,CVE-2023-5764,CVE Modified,362F271D-EE0E-4840-9C7A-991E2C5C8798,secalert@redhat.com,2024-01-01T21:15:24.487,Removed+Added,CVSS V3.1,list[1],list[1],False,"[""Red Hat, Inc. AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N""]","[""Red Hat, Inc. AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N""]"
data\raw\nvd\history\20240101_20240429_0000000.json,CVE-2023-6277,CVE Modified,6057D696-33BD-4B02-85B7-F2DA0EFAD390,secalert@redhat.com,2024-01-02T09:15:07.500,Removed+Added,CVSS V3.1,list[1],list[1],False,"[""Red Hat, Inc. AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H""]","[""Red Hat, Inc. AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H""]"
data\raw\nvd\history\20240101_20240429_0000000.json,CVE-2023-40338,Reanalysis,CB989AD7-890D-42BA-9D36-07781ACD5199,nvd@nist.gov,2024-01-02T19:53:57.600,Removed+Added,CVSS V3.1,list[1],list[1],False,"[""NIST AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N""]","[""NIST AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N""]"
data\raw\nvd\history\20240101_20240429_0000000.json,CVE-2023-3961,CVE Modified,FA6B601F-E1E9-4BE4-AAF1-A78924BC5B24,secalert@redhat.com,2024-01-02T21:15:08.913,Removed+Added,CVSS V3.1,list[1],list[1],False,"[""Red Hat, Inc. AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:L""]","[""Red Hat, Inc. AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H""]"
data\raw\nvd\history\20240101_20240429_0000000.json,CVE-2023-4320,CVE Modified,01468419-4792-41D2-ADA1-0B9E65FE5832,secalert@redhat.com,2024-01-03T12:15:23.390,Removed+Added,CVSS V3.1,list[1],list[1],False,"[""Red Hat, Inc. AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L""]","[""Red Hat, Inc. AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2006-2428,Modified Analysis,931179C1-4B9E-497C-9F05-6AC261D6486B,nvd@nist.gov,2024-01-26T19:01:46.923,Removed+Added,CVSS V2,list[1],list[1],False,"[""NIST (AV:N/AC:L/Au:N/C:P/I:P/A:N)""]","[""NIST (AV:N/AC:L/Au:N/C:P/I:P/A:P)""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2005-0254,Modified Analysis,E6576CB3-72A5-420A-BDC6-E43FEAE1D9F6,nvd@nist.gov,2024-01-26T19:07:21.227,Removed+Added,CVSS V2,list[1],list[1],False,"[""NIST (AV:N/AC:L/Au:N/C:N/I:P/A:N)""]","[""NIST (AV:N/AC:M/Au:N/C:N/I:P/A:N)""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2004-2262,Modified Analysis,99E60603-9CE5-4CBC-9CD1-9E920B6F26F6,nvd@nist.gov,2024-01-26T19:10:59.207,Removed+Added,CVSS V2,list[1],list[1],False,"[""NIST (AV:N/AC:L/Au:N/C:N/I:P/A:N)""]","[""NIST (AV:N/AC:L/Au:N/C:P/I:P/A:P)""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2005-0253,Modified Analysis,DDBB2A68-8B4A-41CC-8FCB-48F5D8627398,nvd@nist.gov,2024-01-26T19:16:36.767,Removed+Added,CVSS V2,list[1],list[1],False,"[""NIST (AV:N/AC:L/Au:N/C:N/I:N/A:P)""]","[""NIST (AV:N/AC:L/Au:S/C:N/I:N/A:P)""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2024-0918,CVE Modified,FBF026F1-81BE-4242-A30A-5821DD32EB40,cna@vuldb.com,2024-01-28T09:15:07.550,Removed+Added,CVSS V2,list[1],list[1],False,"[""VulDB (AV:N/AC:L/Au:M/C:P/I:P/A:P)""]","[""VulDB (AV:N/AC:L/Au:M/C:C/I:C/A:C)""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2023-6909,CVE Modified,19895A47-106D-4A4F-8D1F-0E0AF1D828FE,security@huntr.dev,2024-02-06T20:16:01.753,Removed+Added,CVSS V3,list[1],list[1],False,"[""huntr.dev AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:N""]","[""huntr.dev AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N""]"
data\raw\nvd\history\20240101_20240429_0005000.json,CVE-2023-6975,CVE Modified,6F103A49-1960-4FC7-BB67-C2383FA5F69F,security@huntr.dev,2024-02-06T20:16:02.677,Removed+Added,CVSS V3,list[1],list[1],False,"[""huntr.dev AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H""]","[""huntr.dev AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H""]"
data\raw\nvd\history\20240101_20240429_0010000.json,CVE-2023-6831,CVE Modified,598A4D50-85BD-4A0F-AFDB-C40E33897D2A,security@huntr.dev,2024-02-13T22:15:45.633,Removed+Added,CVSS V3,list[1],list[1],False,"[""huntr.dev AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:H/A:H""]","[""huntr.dev AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H""]"
data\raw\nvd\history\20240101_20240429_0015000.json,CVE-2024-1163,CVE Modified,AF05BBB2-E5E2-4528-9C3E-D5E80BF3F19D,security@huntr.dev,2024-02-29T15:15:07.473,Removed+Added,CVSS V3,list[1],list[1],False,"[""huntr.dev AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:L""]","[""huntr.dev AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H""]"
data\raw\nvd\history\20240101_20240429_0020000.json,CVE-2024-0759,CVE Modified,4A9BED01-D38D-403C-8505-CD7F672EB426,security@huntr.dev,2024-03-07T20:15:50.480,Removed+Added,CVSS V3,list[1],list[1],False,"[""huntr.dev AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N""]","[""huntr.dev AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N""]"
data\raw\nvd\history\20240101_20240429_0010000.json,CVE-2004-1842,Modified Analysis,B85FEB13-984F-4C64-9351-4C788CFFD5E4,nvd@nist.gov,2024-02-08T20:46:14.247,Removed+Added,CVSS V2 Metadata,list[1],list[1],False,"[""Obtain Other Access (e.g. application account)""]","[""Victim must voluntarily interact with attack mechanism""]"
data\raw\nvd\history\20240430_20240827_0235000.json,CVE-2024-4966,CVE Modified,90F74638-C9CF-4B74-BE89-272FF82049AB,cna@vuldb.com,2024-05-16T16:15:11.130,Removed+Added,CVSS V4.0,list[1],list[1],False,"[""VulDB AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]","[""VulDB CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]"
data\raw\nvd\history\20240430_20240827_0240000.json,CVE-2024-5116,CVE Modified,7F4C8050-BA9F-4FA5-B5EB-54A7AB6182D5,cna@vuldb.com,2024-05-20T05:15:09.807,Removed+Added,CVSS V4.0,list[1],list[1],False,"[""VulDB AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]","[""VulDB CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]"
data\raw\nvd\history\20240430_20240827_0245000.json,CVE-2024-5035,CVE Modified,9BEF716B-5A08-4FBD-BEE7-11342F35DD6B,research@onekey.com,2024-05-29T05:16:08.793,Removed+Added,CVSS V4.0,list[1],list[1],False,"[""ONEKEY GmbH AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]","[""ONEKEY GmbH CVSS:4.0/AV:A/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:L/SI:N/SA:H/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]"
data\raw\nvd\history\20240430_20240827_0250000.json,CVE-2024-5176,CVE Modified,14EB14B5-2555-4C65-83D3-3CF1F5FFFAE4,productsecurity@baxter.com,2024-06-05T15:15:12.620,Removed+Added,CVSS V4.0,list[1],list[1],False,"[""Baxter AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:H/SI:H/SA:H/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]","[""Baxter CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:L/SC:H/SI:H/SA:L/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]"
data\raw\nvd\history\20240430_20240827_0250000.json,CVE-2024-5745,CVE Modified,48131B9F-B91B-44BC-A011-97D6B1A6FBA2,cna@vuldb.com,2024-06-08T04:15:10.027,Removed+Added,CVSS V4.0,list[1],list[1],False,"[""VulDB AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]","[""VulDB CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X""]"
