cve_id,cvss_version,source_key,removed_event_id,added_event_id,removed_at,added_at,gap_days,old_vector,new_vector,changed_components,year
CVE-2024-57653,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,A13E09E9-3515-4597-B831-01F209902560#0,F2132BE0-7F32-461C-9885-B58356936AEA#0,2025-02-18T22:15:15.247000+00:00,2025-03-24T16:15:20.860000+00:00,33.75,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,UI,2025
CVE-2024-57668,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,ED42DE90-FD66-41C3-88DD-B2CF40AA0A1F#0,29052E50-6189-4899-969B-0E95011E5509#0,2025-02-18T19:15:22.387000+00:00,2025-03-13T20:15:24.613000+00:00,23.042,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,PR,2025
CVE-2024-6606,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,1A40A73A-707E-4BF2-9A1F-0B90A784AFCA#0,28FBC47E-D904-4F71-B146-A405F5108A31#0,2025-01-09T22:15:29.577000+00:00,2025-03-25T14:15:26.730000+00:00,74.667,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:L,"A,I,S,UI",2025
CVE-2025-0247,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6F5B337D-7DA0-4E43-BF79-11C20329E293#0,D3862BE8-07D9-416E-BD55-B7E2981C437B#0,2025-01-09T22:15:29.773000+00:00,2025-01-14T17:15:20.547000+00:00,4.792,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,UI,2025
CVE-2025-0522,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,C5781922-6779-481D-B4F3-1B7DE350789D#0,F26BF0F8-4FF4-4898-ABB3-C93F956E053B#0,2025-02-18T19:15:23.177000+00:00,2025-03-14T17:15:50.237000+00:00,23.917,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N,I,2025
CVE-2025-1932,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,85CFCFE9-33C4-4448-B8E5-1072D30E7C39#0,9FD98844-CB8E-4557-BFD2-58212726F437#0,2025-03-12T17:15:48.497000+00:00,2025-03-25T14:15:27.787000+00:00,12.875,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H,"I,UI",2025
CVE-2025-1933,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,DCF26F31-2151-46E4-A5DD-C58E772A70D7#0,D41BC973-4D4D-4681-B2E1-85022694ECA6#0,2025-03-12T17:15:48.730000+00:00,2025-03-25T14:15:27.927000+00:00,12.875,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:H,"C,I",2025
CVE-2025-1934,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,36FD6722-C1DC-4A70-9418-EFCCCF8C0E5B#0,1EF67CFF-2F64-4B29-812C-8F807843BE44#0,2025-03-12T17:15:48.940000+00:00,2025-03-25T15:15:24.463000+00:00,12.916,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"A,C,I,UI",2025
CVE-2025-1935,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,A3C72770-0D0A-454A-BFD3-FE9FA622E98E#0,246508F1-F3B9-47C0-8B74-F71872E7E127#0,2025-03-12T17:15:49.147000+00:00,2025-03-25T14:15:28.063000+00:00,12.875,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,"C,I",2025
CVE-2025-1942,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,BA196CF1-FAC2-4247-9F7B-A9FAEA725010#0,07495155-D17A-48E0-B648-542B7E43176E#0,2025-03-12T17:15:49.370000+00:00,2025-03-25T15:15:24.603000+00:00,12.916,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,C,I",2025
CVE-2025-20635,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,7E4A4CD5-2770-494F-A2B4-9D4E6275747C#0,A71E2D26-5214-45FE-9AB5-CA103FAE7F3D#0,2025-02-18T19:15:24.830000+00:00,2025-03-13T20:15:25.597000+00:00,23.042,AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:P/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,UI,2025
CVE-2025-20636,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,EB0C8519-740D-448A-BC4B-D14FC3903C55#0,A336E6BF-F8B1-4B35-8D0C-BE021E144042#0,2025-02-18T19:15:24.960000+00:00,2025-03-19T18:15:24.400000+00:00,28.958,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,PR,2025
CVE-2025-22704,3.1,audit@patchstack.com,A94C0457-3AC4-4221-9909-FA68B45BD75F#1,5E2CF010-6A12-4657-A38A-92050F0D94A5#0,2026-04-01T16:22:34.390000+00:00,2026-04-23T15:23:26.203000+00:00,21.959,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,"C,S",2026
CVE-2025-24085,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,CAFA7EAA-DA71-476B-8AEB-B1B60AD16E75#0,8EC044EB-082B-4679-A50D-0347D57984E2#0,2025-02-18T20:15:28.897000+00:00,2025-03-13T16:15:27.250000+00:00,22.833,AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,PR,2025
CVE-2025-24103,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,C1A33046-E848-4860-8738-98C77E21C3AF#0,FCC41421-F57D-4112-8BB0-2A601499AC39#0,2025-02-18T20:15:29.353000+00:00,2025-03-18T15:15:59.120000+00:00,27.792,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AV,I,UI",2025
CVE-2025-24106,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,62DF2466-6C7E-44C7-9756-0010E9C9BC39#0,73A6DACE-D004-413F-889A-0CDAEB74BBD6#0,2025-02-18T20:15:29.460000+00:00,2025-03-19T21:15:38.327000+00:00,29.042,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"C,I,UI",2025
CVE-2025-24108,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,212E773B-0338-4920-BB26-441E3737CE8D#0,4B40A4E6-FC98-4B45-8F2B-06A2A99E24EC#0,2025-02-18T20:15:29.550000+00:00,2025-03-18T14:15:42.627000+00:00,27.75,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,"PR,UI",2025
CVE-2025-24123,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,E5925F82-A17A-4F44-99E4-01F67AEF8774#0,2185C63B-B4A7-4F7A-8126-7684472F4481#0,2025-02-18T20:15:30.023000+00:00,2025-03-18T15:15:59.307000+00:00,27.792,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"C,I,UI",2025
CVE-2025-24124,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,B49198D0-25A8-4F03-87B1-352BF18B3E69#0,2262DF52-B70D-43B0-BDBD-4B3689C30950#0,2025-02-18T20:15:30.150000+00:00,2025-03-19T18:15:24.787000+00:00,28.917,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"AV,C,I,UI",2025
CVE-2025-24134,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6FD0459C-DF19-424E-BA25-39309783E695#0,9E90F443-A0CA-4358-8CB9-267861D70F11#0,2025-02-18T20:15:30.250000+00:00,2025-03-13T19:15:51.817000+00:00,22.959,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,"PR,UI",2025
CVE-2025-24135,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,DA652761-4787-415D-9BF1-608A120BF88D#0,FDC18172-2B7A-4C74-9B39-4FD59AD64D22#0,2025-02-18T20:15:30.337000+00:00,2025-03-25T14:15:28.597000+00:00,34.75,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"AV,PR",2025
CVE-2025-24138,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,87FCAC41-071B-4378-B76E-55A76419FEB6#0,FC6DCC70-6278-4E51-83B7-03BF2F3D0862#0,2025-02-18T20:15:30.430000+00:00,2025-03-24T17:15:20.690000+00:00,33.875,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,"PR,UI",2025
CVE-2025-24139,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,65760FF3-E904-4D7D-9536-C463462F08CD#0,14F7E488-7772-4AAB-9224-13BBABD4D395#0,2025-02-18T20:15:30.523000+00:00,2025-03-24T18:15:23.027000+00:00,33.917,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"AV,UI",2025
CVE-2025-24151,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,B39151AF-A3C4-4DFA-A89B-A37806B57A87#0,74107AB6-7843-422F-89B3-318140F1DF00#0,2025-02-18T20:15:30.810000+00:00,2025-03-13T20:15:25.943000+00:00,23.0,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"AV,C,I,UI",2025
CVE-2025-24154,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,CBB1B772-7AE2-48DA-BF3A-C6A4ABCE96E4#0,A3CB8A5A-8CF4-4AFD-AD93-E1A43EA51AC4#0,2025-02-18T20:15:30.907000+00:00,2025-03-18T20:15:25.680000+00:00,28.0,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,C,2025
CVE-2025-24159,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,448926D1-4F34-4301-A3DD-B3E6E1313FAF#0,D6F1201D-C9CA-4862-A194-C7497DCA55C4#0,2025-02-18T20:15:31.100000+00:00,2025-03-19T14:15:38.853000+00:00,28.75,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"PR,UI",2025
CVE-2025-24162,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,30FF331D-61F5-4A16-BC2B-E1C48423236B#0,E3A05031-EDEB-439E-B940-46AEF737DF84#0,2025-02-18T20:15:31.210000+00:00,2025-03-18T15:15:59.527000+00:00,27.792,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"C,I,UI",2025
CVE-2025-24163,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,AA6A86C0-0239-441C-B533-8ECD548DBBBD#0,A5002B7D-BF7F-4D6A-A5E4-587FF62A6519#0,2025-02-18T20:15:31.300000+00:00,2025-03-18T20:15:25.850000+00:00,28.0,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"AV,C,I,UI",2025
CVE-2025-24174,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,AFBAB564-96BC-4784-9D9B-E23064614006#0,E777558C-2D20-450B-B2E7-55C970C95598#0,2025-02-18T20:15:31.400000+00:00,2025-03-18T14:15:43.020000+00:00,27.75,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"A,AV",2025
CVE-2025-24200,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,DF0F5706-4243-4C09-A90D-A6C5F50A54D8#0,015882EA-9D21-43C9-B163-9FD8FB63ACD2#0,2025-02-18T18:15:33.667000+00:00,2025-03-20T15:15:45.357000+00:00,29.875,AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,I,2025
CVE-2025-24748,3.1,audit@patchstack.com,7E6C0A58-69AA-4EF9-8B92-F5C85F007F13#1,5684A4F9-4560-4B4C-B975-F083B6A605F4#0,2026-04-01T17:18:13.030000+00:00,2026-04-23T15:25:26+00:00,21.922,AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"A,C,PR,S",2026
CVE-2025-24757,3.1,audit@patchstack.com,1CDC6CC6-F149-4DEF-BA9F-6A8520D0D037#1,7CC6809F-04AA-4C2A-901E-4096AD17253A#0,2026-04-01T17:18:14.147000+00:00,2026-04-23T15:25:27.080000+00:00,21.922,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"A,I,PR,S,UI",2026
CVE-2025-24813,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,AFE63C9C-DF33-49C1-87E9-D3193E389971#0,F2EB92E7-8CDF-4391-8CD4-A1C54D8BA4D0#0,2025-03-17T16:15:25.343000+00:00,2025-03-18T14:15:43.253000+00:00,0.917,AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,C,I,PR,UI",2025
CVE-2025-25064,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,ED6D2821-8D74-4F4B-9A9D-C293544E7509#0,0323A0F3-EF17-4F65-B5D3-E229A2649664#0,2025-02-18T19:15:28.380000+00:00,2025-03-14T18:15:31.637000+00:00,23.958,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,PR,2025
CVE-2025-32180,3.1,audit@patchstack.com,219F4B3B-62D7-41FC-8553-49D5C3DBA70C#1,359EA96F-7509-469C-809C-11553515FA26#0,2026-04-01T17:22:04.580000+00:00,2026-04-23T15:28:42.500000+00:00,21.921,AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,"A,C,S,UI",2026
CVE-2025-32245,3.1,audit@patchstack.com,A587ED46-FD8B-4668-A9D4-81B2FC8A3B7D#1,E7748CBE-D08A-4F81-A170-33C5EDE28F88#0,2026-04-01T17:22:14.177000+00:00,2026-04-23T15:28:49.610000+00:00,21.921,AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,"C,I,UI",2026
CVE-2025-32281,3.1,audit@patchstack.com,092FC5D0-276A-449C-BFF5-82803BED2A3F#1,5E6630F0-B204-4EBA-AD32-9C7A23C0A11C#0,2026-04-01T17:22:19.023000+00:00,2026-04-23T15:28:53.697000+00:00,21.921,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,"A,C,I,UI",2026
CVE-2025-39537,3.1,audit@patchstack.com,0DBDD440-AE98-4188-9F48-72E7B0A199D9#1,C3F103FB-3465-4A60-A799-B65972694EE2#0,2026-04-01T17:23:17.220000+00:00,2026-04-23T15:29:44.893000+00:00,21.921,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,"A,I,S,UI",2026
CVE-2025-46397,3.1,secalert@redhat.com,D76A2E3F-CD90-452F-9DFB-56FF6DF4DE31#1,5B3F065F-9418-4165-AAEA-52FB8A86CA61#1,2025-04-30T18:15:47.930000+00:00,2025-05-15T12:15:23.097000+00:00,14.75,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,"AC,C,PR,UI",2025
CVE-2025-46398,3.1,secalert@redhat.com,5BE1BBDD-2C97-4BE6-A116-3895BE9195ED#1,EF720597-352B-4CC3-ACCC-79D3541EE5BA#1,2025-04-30T18:15:47.993000+00:00,2025-05-15T12:15:23.270000+00:00,14.75,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,"AC,C,PR,UI",2025
CVE-2025-46399,3.1,secalert@redhat.com,6E83AC56-BD92-44CD-B97D-7AFC2BCE6844#1,69FA21AB-503D-4940-8E67-9F264AF1C7D7#1,2025-04-30T18:15:48.050000+00:00,2025-05-15T17:15:55.393000+00:00,14.958,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,"AC,C,PR,UI",2025
CVE-2025-46400,3.1,secalert@redhat.com,337E4636-AAF1-48F3-90DD-4F819B9E9E78#1,A7B0BCA6-2D0C-4784-BC0D-1EE89E788CE5#1,2025-04-30T18:15:48.107000+00:00,2025-05-15T02:15:21.520000+00:00,14.333,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,"AC,C,PR,UI",2025
CVE-2025-47444,3.1,audit@patchstack.com,455E1BEB-1B39-424E-BDE2-1CAC4D19A710#1,D5A26F67-3B63-4C10-B18C-AAE8BADC36ED#0,2026-04-01T17:23:47.920000+00:00,2026-04-23T15:30:13.597000+00:00,21.921,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,C,2026
CVE-2025-49288,3.1,audit@patchstack.com,7FCA2704-F36B-4233-8890-5D04D40EE37D#1,C0B59C94-D97D-4422-BF94-2F179ED255F0#0,2026-04-01T17:24:59.807000+00:00,2026-04-23T15:31:23.903000+00:00,21.921,AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"A,C,I",2026
CVE-2025-49402,3.1,audit@patchstack.com,99AA01CD-CB92-404C-9074-0ACCC0BABC42#1,4EE019D9-9176-4720-A3B4-398ED76156C1#0,2026-04-01T17:25:12.673000+00:00,2026-04-23T15:31:37.083000+00:00,21.921,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L,"A,S",2026
CVE-2025-49413,3.1,audit@patchstack.com,174B9281-C791-4241-AAC8-7AC48F5708AE#1,F4BCB658-61EA-47EB-B5AC-F15C6477BF39#0,2026-04-01T17:25:13.063000+00:00,2026-04-23T15:31:38.320000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,PR,2026
CVE-2025-49420,3.1,audit@patchstack.com,42ADCF00-5895-4D8D-95F1-24AAB0A1A35E#1,594FF86F-FF00-4CB9-AE7E-D34C0DE3653C#0,2026-04-01T17:25:14.057000+00:00,2026-04-23T15:31:39.120000+00:00,21.921,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,PR,2026
CVE-2025-49422,3.1,audit@patchstack.com,4AFDFF1F-2AFA-4874-847D-2547DCA59BFB#1,0BDA2521-FB3B-47FC-BF1A-C1A26FFF08A2#0,2026-04-01T17:25:14.350000+00:00,2026-04-23T15:31:39.343000+00:00,21.921,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,C,I,PR,S,UI",2026
CVE-2025-49424,3.1,audit@patchstack.com,E70B8321-08EA-4D26-877D-F0FD8D5A6913#1,618352DE-5D5B-4B63-9AC7-CF672B11ED8A#0,2026-04-01T17:25:14.617000+00:00,2026-04-23T15:31:39.567000+00:00,21.921,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,PR,2026
CVE-2025-49426,3.1,audit@patchstack.com,2D43D1EC-CDFE-4AED-8BF7-A61B82DEDEED#1,6D3E56DA-D1B1-4773-8DF9-B4AF12AF5433#0,2026-04-01T17:25:14.863000+00:00,2026-04-23T15:31:39.793000+00:00,21.921,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AC,C,I,UI",2026
CVE-2025-49434,3.1,audit@patchstack.com,BED57C1D-041F-4259-9BF8-AB883E341EC7#1,02C7314B-C2AA-405F-95DE-A593334C7103#0,2026-04-01T17:25:15.987000+00:00,2026-04-23T15:31:40.630000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,C,I,PR,S,UI",2026
CVE-2025-49436,3.1,audit@patchstack.com,2B8F6AF7-9499-4898-9F10-613FC913FE4C#1,471ED0D4-0494-4242-8F9D-8B0E226FFFD1#0,2026-04-01T17:25:16.240000+00:00,2026-04-23T15:31:40.863000+00:00,21.921,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AC,C,I,PR,S,UI",2026
CVE-2025-49455,3.1,audit@patchstack.com,FF19692B-0D8E-4CDA-8A01-FFEC28221F09#1,62D72EC9-24D9-414E-839C-ED8002DD1A77#0,2026-04-01T17:25:18.277000+00:00,2026-04-23T15:31:42.853000+00:00,21.921,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:L,"A,I,S",2026
CVE-2025-49889,3.1,audit@patchstack.com,B91CC134-94F7-4F96-89B6-8CC661A7AC1E#1,503DBC06-E548-4A39-A789-308EEE4E474A#0,2026-04-01T17:25:23.917000+00:00,2026-04-23T15:31:47.423000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AC,C,I,PR,S,UI",2026
CVE-2025-49890,3.1,audit@patchstack.com,DC79709E-DDB2-46E8-8A49-7B5AB7E254ED#1,2AAEC36F-D15E-497A-81F6-6CB8CF593055#0,2026-04-01T17:25:24.053000+00:00,2026-04-23T15:31:47.533000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,C,I,PR,S,UI",2026
CVE-2025-49891,3.1,audit@patchstack.com,234FFACF-76D1-4FB1-B33F-7176579803D1#1,DD7101A0-9AE0-4C12-933C-30552139A883#0,2026-04-01T17:25:24.183000+00:00,2026-04-23T15:31:47.660000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L,"C,I,PR,UI",2026
CVE-2025-49892,3.1,audit@patchstack.com,59C5011F-6299-4968-888C-A3B7BBD4B302#1,F1A43FE4-A465-44C3-B56C-7F82B1468148#0,2026-04-01T17:25:24.317000+00:00,2026-04-23T15:31:47.787000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AC,C,I,PR,S,UI",2026
CVE-2025-49893,3.1,audit@patchstack.com,E9EBC30A-9F03-4BA8-9A2D-7B709396D303#1,0C23E299-4EE9-40C8-B1EF-7E915201D896#0,2026-04-01T17:25:24.453000+00:00,2026-04-23T15:31:47.900000+00:00,21.921,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,PR,2026
CVE-2025-49894,3.1,audit@patchstack.com,3E2321BA-BE6C-49C8-93E5-F52828440614#1,25685D79-CF2C-45D5-BC1C-7E82F5EF78AC#0,2026-04-01T17:25:24.590000+00:00,2026-04-23T15:31:48.010000+00:00,21.921,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AC,C,I,PR,S,UI",2026
CVE-2025-59033,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,624A08B4-5526-43BE-A24A-22DD9CF7EABD#0,FCB8AF10-9F10-4D5E-9EE5-BC3CECBB97A7#0,2025-10-30T01:16:03.950000+00:00,2025-10-30T02:15:33.870000+00:00,0.041,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"AV,PR",2025
CVE-2025-8276,3.1,iletisim@usom.gov.tr,69C5EF00-BC15-4FD9-9F43-024D5062351A#0,D0433F49-8215-40F1-BFB8-052D3EE1FABE#1,2025-09-19T12:15:35.843000+00:00,2025-09-30T14:15:40.577000+00:00,11.083,AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,"C,I,S,UI",2025
CVE-2026-19582,3.1,secalert@redhat.com,E10A69D6-75AB-42B6-AA33-6043D26B2092#0,0416864E-0441-4243-8B83-B96EEA43D5CF#0,2026-08-25T23:16:58.030000+00:00,2026-08-26T13:17:47.633000+00:00,0.584,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,"A,AV,C,I,UI",2026
CVE-2026-22209,3.1,disclosure@vulncheck.com,883AC38D-26AA-4F65-B8C8-A8F9C2C1EED1#3,CFE1311D-EF35-4A8D-8591-23F480848C5B#0,2026-03-20T14:16:14.307000+00:00,2026-03-20T18:16:12.573000+00:00,0.167,AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:N,AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"A,AV,C,I,PR,S",2026
