replacement_id,cve_id,event_name,change_id,source_identifier,created,year,detail_type,cvss_version,old_vector,new_vector,old_source,new_source,same_source,changed_components,tier,exclusion_reasons,removed_count,added_count,source_file,removed_detail_index,added_detail_index
CVE-2024-35212|C53536B1-2EE4-4659-BA6C-9748ACBE0AFF|CVSS V3.1,CVE-2024-35212,CVE Modified,C53536B1-2EE4-4659-BA6C-9748ACBE0AFF,productcert@siemens.com,2025-02-11T11:15:13.430000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,AV,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,3,2
CVE-2024-35212|C53536B1-2EE4-4659-BA6C-9748ACBE0AFF|CVSS V4.0,CVE-2024-35212,CVE Modified,C53536B1-2EE4-4659-BA6C-9748ACBE0AFF,productcert@siemens.com,2025-02-11T11:15:13.430000+00:00,2025,CVSS V4.0,4.0,AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,AV:L/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,False,"AV,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2020-36085|FF3D4C11-12F9-458D-9EC6-5F96EE2AB2BC|CVSS V3.1,CVE-2020-36085,CVE Modified,FF3D4C11-12F9-458D-9EC6-5F96EE2AB2BC,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T15:15:13.697000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,,,False,"AV,C,I,PR",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-48589|A804A234-99FD-4817-A972-B72F5C1D4FD5|CVSS V3.1,CVE-2024-48589,CVE Modified,A804A234-99FD-4817-A972-B72F5C1D4FD5,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T15:15:17.637000+00:00,2025,CVSS V3.1,3.1,AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,,,False,"AV,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-53586|D66C6CAC-0E25-45C8-AD73-71630BF055CC|CVSS V3.1,CVE-2024-53586,CVE Modified,D66C6CAC-0E25-45C8-AD73-71630BF055CC,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T15:15:17.870000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,False,"A,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-55241|46D4C3AA-52F8-4178-9BAE-1B2DD6DE9BD1|CVSS V3.1,CVE-2024-55241,CVE Modified,46D4C3AA-52F8-4178-9BAE-1B2DD6DE9BD1,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T15:15:18.593000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,False,"A,C,I,PR",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-57392|455FDE9A-B526-4DB9-A8B5-D63BB95F56B1|CVSS V3.1,CVE-2024-57392,CVE Modified,455FDE9A-B526-4DB9-A8B5-D63BB95F56B1,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T15:15:18.900000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,False,"A,C",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2025-22866|CD385279-3590-40EF-80F0-BB4916C2E287|CVSS V3.1,CVE-2025-22866,CVE Modified,CD385279-3590-40EF-80F0-BB4916C2E287,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T15:15:20.870000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,False,"A,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-35106|77ABE396-66FD-4706-A7FE-15704A61C9B8|CVSS V3.1,CVE-2024-35106,CVE Modified,77ABE396-66FD-4706-A7FE-15704A61C9B8,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T16:15:39.913000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:A/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,,,False,"AC,AV,PR",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-55213|6563F273-85B5-40CB-8D94-C0CF2CA29BA6|CVSS V3.1,CVE-2024-55213,CVE Modified,6563F273-85B5-40CB-8D94-C0CF2CA29BA6,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T16:15:42.720000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,"A,AV,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-55214|30FAE44D-8807-4CD5-9EDF-C625BD410A16|CVSS V3.1,CVE-2024-55214,CVE Modified,30FAE44D-8807-4CD5-9EDF-C625BD410A16,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T16:15:42.910000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,"A,AV,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-57249|6ED04CE0-C962-46EA-8217-4019817C57F4|CVSS V3.1,CVE-2024-57249,CVE Modified,6ED04CE0-C962-46EA-8217-4019817C57F4,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T16:15:48.463000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,"A,AV,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2025-21396|086054FF-E0F6-4796-BE26-616275A554F1|CVSS V3.1,CVE-2025-21396,CVE Modified,086054FF-E0F6-4796-BE26-616275A554F1,secure@microsoft.com,2025-02-11T17:15:33.820000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,False,I,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2025-24200|D4E28F56-A5E5-4956-9DB7-EF6A5688C7BE|CVSS V3.1,CVE-2025-24200,CVE Modified,D4E28F56-A5E5-4956-9DB7-EF6A5688C7BE,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-11T19:15:17.037000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,"AV,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2025-22936|FE535890-4F77-48BC-B9ED-FA5AAD070131|CVSS V3.1,CVE-2025-22936,CVE Modified,FE535890-4F77-48BC-B9ED-FA5AAD070131,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-12T14:15:33.187000+00:00,2025,CVSS V3.1,3.1,AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,,False,"A,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-54909|DB2C77F2-7959-4DBA-B2CE-5B9B5EF3BA7E|CVSS V3.1,CVE-2024-54909,CVE Modified,DB2C77F2-7959-4DBA-B2CE-5B9B5EF3BA7E,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-12T15:15:15.220000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,,,False,"A,AV,C,I,PR,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2025-23093|2672576E-0939-4731-AAA0-DAE31C866218|CVSS V3.1,CVE-2025-23093,CVE Modified,2672576E-0939-4731-AAA0-DAE31C866218,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-12T15:15:18.597000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,False,"A,C,I,PR",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2025-21396|815CA0FB-CAC3-4734-8C44-44487D01AEE6|CVSS V3.1,CVE-2025-21396,CVE Modified,815CA0FB-CAC3-4734-8C44-44487D01AEE6,secure@microsoft.com,2025-02-12T19:15:20.880000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,,,False,I,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-33469|7331DAB2-6268-4621-BD89-8A1AE4F79C37|CVSS V3.1,CVE-2024-33469,CVE Modified,7331DAB2-6268-4621-BD89-8A1AE4F79C37,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-13T15:15:18.157000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:L/AC:L/PR:N/UI:N/S:C/C:L/I:H/A:N,,,False,"I,S",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2024-13440|994996EF-94D4-4C47-AD12-F18684E78D91|CVSS V3.1,CVE-2024-13440,CVE Modified,994996EF-94D4-4C47-AD12-F18684E78D91,security@wordfence.com,2025-02-13T17:17:19.413000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,,,False,I,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0015000.json,1,0
CVE-2021-39350|27666C21-55CB-47F1-9837-704B2493950B|CVSS V3.1,CVE-2021-39350,CVE Modified,27666C21-55CB-47F1-9837-704B2493950B,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-14T19:15:13.230000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,False,"C,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-0354|DB559945-A719-46B5-8B3D-2CF1E71D5A0F|CVSS V3.1,CVE-2025-0354,CVE Modified,DB559945-A719-46B5-8B3D-2CF1E71D5A0F,psirt-info@cyber.jp.nec.com,2025-02-17T10:15:08.767000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,,,False,"A,C,I,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-0356|2373CFD1-E6AA-410F-95C7-1BC170BFBE73|CVSS V3.1,CVE-2025-0356,CVE Modified,2373CFD1-E6AA-410F-95C7-1BC170BFBE73,psirt-info@cyber.jp.nec.com,2025-02-17T10:15:08.973000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,False,"A,C,I,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-12797|FBFC407F-8644-4900-942A-FDC7381C59A7|CVSS V3.1,CVE-2024-12797,CVE Modified,FBFC407F-8644-4900-942A-FDC7381C59A7,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T14:15:27.107000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,,,False,UI,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-37601|12265BA7-7F4F-447D-AAE0-257C7A5A31B1|CVSS V3.1,CVE-2024-37601,CVE Modified,12265BA7-7F4F-447D-AAE0-257C7A5A31B1,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T14:15:27.900000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,False,"A,AV,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-37603|58435567-9CB3-4675-A549-F9586C53F800|CVSS V3.1,CVE-2024-37603,CVE Modified,58435567-9CB3-4675-A549-F9586C53F800,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T14:15:28.070000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,False,"A,AV,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-57241|77F1862E-55E4-4193-999F-DBC6FD4AD974|CVSS V3.1,CVE-2024-57241,CVE Modified,77F1862E-55E4-4193-999F-DBC6FD4AD974,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T14:15:28.237000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,,,False,AV,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2022-24816|0B310537-AA7C-4F4A-9156-3943929AFBF5|CVSS V3.1,CVE-2022-24816,Modified Analysis,0B310537-AA7C-4F4A-9156-3943929AFBF5,nvd@nist.gov,2025-02-18T14:50:35.957000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,NIST,NIST,True,S,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-53704|2E970AB2-4F7E-4796-BAD1-5D553D5B0165|CVSS V3.1,CVE-2024-53704,CVE Modified,2E970AB2-4F7E-4796-BAD1-5D553D5B0165,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T15:15:16.290000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,,,False,"C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-57725|72114C00-B749-4882-8CF6-C153FE947BA5|CVSS V3.1,CVE-2024-57725,CVE Modified,72114C00-B749-4882-8CF6-C153FE947BA5,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T15:15:17.067000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,False,"A,AV,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-57778|F25D7D0E-5081-49D8-9D36-63F509DAD7FF|CVSS V3.1,CVE-2024-57778,CVE Modified,F25D7D0E-5081-49D8-9D36-63F509DAD7FF,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T15:15:17.207000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,False,"A,AV,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-25990|25B33B7B-2E20-44C4-9B94-76F6AFA64322|CVSS V3.1,CVE-2025-25990,CVE Modified,25B33B7B-2E20-44C4-9B94-76F6AFA64322,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T15:15:18.790000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,False,"AV,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-25994|19B33859-0EFB-4E77-B62E-D63AE78022BB|CVSS V3.1,CVE-2025-25994,CVE Modified,19B33859-0EFB-4E77-B62E-D63AE78022BB,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T15:15:18.923000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,"AV,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-25997|8BD1EE7E-29C0-4DD2-B3E1-7E1B76A0A89C|CVSS V3.1,CVE-2025-25997,CVE Modified,8BD1EE7E-29C0-4DD2-B3E1-7E1B76A0A89C,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-18T15:15:19.063000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,False,"A,AV,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-1199|DE01F41F-9A9B-4510-9999-FD5388396D0B|CVSS V3.1,CVE-2025-1199,Reanalysis,DE01F41F-9A9B-4510-9999-FD5388396D0B,nvd@nist.gov,2025-02-18T18:06:10.377000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,NIST,NIST,True,"A,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-49589|17549851-7808-4978-8261-E0D3BA1EA991|CVSS V3.1,CVE-2024-49589,CVE Modified,17549851-7808-4978-8261-E0D3BA1EA991,cve-coordination@palantir.com,2025-02-18T19:15:17.670000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,False,"A,C",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,2,1
CVE-2024-13603|86D5926E-4747-4F9A-BEFD-C18200EC0A54|CVSS V3.1,CVE-2024-13603,CVE Modified,86D5926E-4747-4F9A-BEFD-C18200EC0A54,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T14:15:29.070000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,False,"A,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-0995|D1029D4D-5F9D-4538-A16B-65E27CD257B1|CVSS V3.1,CVE-2025-0995,CVE Modified,D1029D4D-5F9D-4538-A16B-65E27CD257B1,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T15:15:16.073000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,False,"A,AV,C,I,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-0996|06967269-9FB8-4C00-BCD5-214B6FED1AE4|CVSS V3.1,CVE-2025-0996,CVE Modified,06967269-9FB8-4C00-BCD5-214B6FED1AE4,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T15:15:16.243000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,,,False,"A,AV,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-0997|57BF8A97-CFF0-4BFB-92DA-518321678ED6|CVSS V3.1,CVE-2025-0997,CVE Modified,57BF8A97-CFF0-4BFB-92DA-518321678ED6,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T15:15:16.407000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,,,False,"A,AV,C,I,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2025-0998|C8887F20-ED41-44DE-8D05-D71DAF60F853|CVSS V3.1,CVE-2025-0998,CVE Modified,C8887F20-ED41-44DE-8D05-D71DAF60F853,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T15:15:16.563000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,,False,"A,AV,C,I,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-4513|D798579E-7B77-4569-BFAB-9DC8519DA96C|CVSS V3.1,CVE-2024-4513,Reanalysis,D798579E-7B77-4569-BFAB-9DC8519DA96C,nvd@nist.gov,2025-02-19T18:00:11.363000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NIST,NIST,True,PR,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-11146|E55E1B11-0673-49B2-88A0-D33EAEE4913E|CVSS V3.1,CVE-2024-11146,CVE Modified,E55E1B11-0673-49B2-88A0-D33EAEE4913E,9119a7d8-5eab-497f-8521-727c672e3725,2025-02-19T20:15:35.150000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,,False,PR,STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-55227|2803865D-3A70-47E7-B821-494F861B6CC4|CVSS V3.1,CVE-2024-55227,CVE Modified,2803865D-3A70-47E7-B821-494F861B6CC4,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T20:15:35.497000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H,,,False,"A,C,I,S",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-55228|E95C8F97-28E6-4E80-B8CB-78873C20E5B4|CVSS V3.1,CVE-2024-55228,CVE Modified,E95C8F97-28E6-4E80-B8CB-78873C20E5B4,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T20:15:35.670000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H,,,False,"A,C,I",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2023-51219|0EAE9C1D-BBD4-4075-9CFC-3148AE7A7FAD|CVSS V3.1,CVE-2023-51219,CVE Modified,0EAE9C1D-BBD4-4075-9CFC-3148AE7A7FAD,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T21:15:14.533000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,,False,"A,C,I,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-13625|0EF2AB03-D8FC-4C13-9B50-B40A13F1A766|CVSS V3.1,CVE-2024-13625,CVE Modified,0EF2AB03-D8FC-4C13-9B50-B40A13F1A766,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T22:15:22.630000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,,,False,"PR,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-13626|C24F47F6-0BE0-4510-A102-2D98B3CE2ABD|CVSS V3.1,CVE-2024-13626,CVE Modified,C24F47F6-0BE0-4510-A102-2D98B3CE2ABD,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T22:15:22.753000+00:00,2025,CVSS V3.1,3.1,AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,,,False,"PR,S,UI",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
CVE-2024-13726|D4B5ABC3-E5A7-4573-B185-EFE1E51B84E6|CVSS V3.1,CVE-2024-13726,CVE Modified,D4B5ABC3-E5A7-4573-B185-EFE1E51B84E6,134c704f-9b21-4f2e-91b3-4a467353bcc0,2025-02-19T22:15:23.043000+00:00,2025,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,,,False,"A,AV,C,I,S",STRICT,,1,1,data\raw\nvd\history\20241226_20250424_0020000.json,1,0
